routenum,eta,distance,route,time
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:21:31 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:21:38 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:21:38 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:21:45 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:21:45 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:21:52 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:21:52 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:21:59 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:21:59 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:07 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:07 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:13 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:13 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:23 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:23 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:30 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:30 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:36 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:36 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:22:43 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:43 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:49 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:49 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:22:57 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:22:57 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:04 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:04 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:11 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:11 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:17 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:17 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:24 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:24 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:31 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:31 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:38 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:38 2018"
1,"37 min","33 mi","via I-95","Wed Sep 26 13:23:44 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:44 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:23:51 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:51 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:23:58 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:23:58 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:06 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:06 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:13 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:13 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:19 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:19 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:26 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:26 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:33 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:33 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:39 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:39 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:46 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:46 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:24:53 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:24:53 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:00 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:00 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:06 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:06 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:13 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:13 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:19 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:19 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:27 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:27 2018"
1,"35 min","33 mi","via I-95","Wed Sep 26 13:25:35 2018"
2,"42 min","34 mi","via I-95, US-1","Wed Sep 26 13:25:35 2018"
