Route Number,ETA,Distance,Route,Time
1,17 min,21 miles,I-15 S,Fri Sep 28 14:32:07 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:32:07 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:32:19 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:32:19 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:32:31 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:32:31 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:32:43 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:32:43 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:32:55 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:32:55 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:33:07 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:33:07 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:33:19 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:33:19 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:33:33 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:33:33 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:33:45 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:33:45 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:33:57 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:33:57 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:34:09 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:34:09 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:34:21 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:34:21 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:34:33 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:34:33 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:34:46 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:34:46 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:34:58 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:34:58 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:35:10 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:35:10 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:35:22 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:35:22 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:35:34 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:35:34 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:35:46 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:35:46 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:35:59 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:35:59 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:36:11 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:36:11 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:36:23 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:36:23 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:36:38 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:36:38 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:36:50 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:36:50 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:37:03 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:37:03 2018
1,17 min,21 miles,I-15 S,Fri Sep 28 14:37:15 2018
2,21 min,21.4 miles,I-15 S Temecula; Old Hwy 395 Fallbrook,Fri Sep 28 14:37:15 2018
