Route Number,ETA,Distance,Route,Time
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:30:10 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 09:30:30 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:30:50 2018
1,23 min,15.4 miles,I-278 W,Fri Sep 28 09:31:12 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:31:40 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:32:05 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:32:26 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:32:54 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:33:16 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:33:37 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:33:57 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:34:18 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:34:37 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:34:59 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:35:20 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:35:41 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:36:07 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:36:27 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:36:55 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:37:17 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:37:45 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:38:05 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:38:32 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:38:54 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:39:14 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:39:42 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:40:10 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:40:36 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:40:55 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:41:16 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:41:36 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:42:02 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:42:24 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:42:45 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:43:08 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:43:31 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:43:57 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:44:17 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:44:45 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:45:06 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:45:28 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:45:50 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:46:11 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:46:31 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 09:46:53 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:47:25 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:47:51 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:48:11 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:48:37 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:48:58 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:49:20 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:49:41 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 09:50:02 2018
