Route Number,ETA,Distance,Route,Time
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:16 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:34:24 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:24 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:34:31 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:31 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:34:41 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:41 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:34:51 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:51 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:34:58 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:34:58 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:07 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:07 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:14 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:14 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:27 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:27 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:34 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:34 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:45 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:45 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:35:53 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:35:53 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:00 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:00 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:07 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:07 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:16 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:16 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:25 2018
2,27min,26.0mi,via CA-91 E,Fri Sep 28 01:36:25 2018
1,20min,21.8mi,via I-405 S,Fri Sep 28 01:36:34 2018
