Route Number,ETA,Distance,Route,Time
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:06:50 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:01 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:08 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:16 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:22 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:28 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:36 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:43 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:49 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:07:56 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:02 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:08 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:15 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:22 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:28 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:34 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:41 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:47 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:08:54 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:00 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:11 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:17 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:24 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:31 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:37 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:43 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:49 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:09:55 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:02 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:08 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:15 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:21 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:28 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:33 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:40 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:47 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:10:52 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:04 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:11 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:22 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:28 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:34 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:40 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:47 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:11:53 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:01 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:08 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:14 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:20 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:27 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:33 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:40 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:46 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:53 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:12:59 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:06 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:13 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:18 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:24 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:35 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:41 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:49 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:13:56 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:02 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:09 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:16 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:23 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:31 2018
1,16min,16.4mi,via I-94 W,Fri Sep 28 01:14:37 2018
