routenum,eta,distance,route,time
2,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:28:15 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:28:15 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:28:33 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:28:33 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:28:33 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:28:52 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:28:52 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:28:52 2018"
1,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:11 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:11 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:29:11 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:29 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:29 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:29:29 2018"
1,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Upper Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:48 2018"
2,"21 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Verrazano Br / Lower Level, I-278 W / Staten Island Expwy Staten Island","Fri Sep 28 11:29:48 2018"
3,"20 min","15.3 miles","I-278 W / Gowanus Expwy Brooklyn; I-278 W / Staten Island Expwy / HOV Staten Island","Fri Sep 28 11:29:48 2018"
